"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"14.12.2018","96,910","96,560","97,195","96,555","22,67K","0,38%"
"13.12.2018","96,541","96,555","96,775","96,345","22,38K","0,04%"
"12.12.2018","96,503","96,835","96,945","96,335","19,38K","-0,34%"
"11.12.2018","96,833","96,625","96,995","96,310","14,27K","0,18%"
"10.12.2018","96,663","96,100","96,680","95,775","17,81K","0,75%"
"07.12.2018","95,941","96,215","96,350","95,925","2,31K","-0,29%"
"06.12.2018","96,224","96,400","96,610","95,945","3,06K","-0,23%"
"05.12.2018","96,445","96,370","96,590","96,200","0,74K","0,11%"
"04.12.2018","96,337","96,300","96,500","95,750","1,15K","-0,07%"
"03.12.2018","96,404","96,500","96,530","96,090","0,63K","-0,26%"
"30.11.2018","96,656","96,195","96,685","96,120","0,48K","0,52%"
"29.11.2018","96,159","96,235","96,380","96,000","0,33K","0,01%"
"28.11.2018","96,151","96,770","96,900","96,065","0,83K","-0,60%"
"27.11.2018","96,735","96,375","96,850","96,330","0,24K","0,32%"
"26.11.2018","96,429","96,270","96,430","96,040","0,23K","0,16%"
"23.11.2018","96,275","95,765","96,300","95,755","0,24K","0,25%"
"22.11.2018","96,035","96,035","96,040","95,690","0,06K","0,00%"
"21.11.2018","96,035","96,165","96,195","95,820","0,29K","-0,14%"
"20.11.2018","96,166","95,565","96,190","95,385","0,48K","0,68%"
"19.11.2018","95,516","95,720","95,855","95,420","0,30K","-0,26%"
"16.11.2018","95,763","96,265","96,320","95,700","0,32K","-0,48%"
"15.11.2018","96,221","96,235","96,650","96,055","0,31K","0,15%"
"14.11.2018","96,074","96,315","96,655","96,070","0,30K","-0,50%"
"13.11.2018","96,559","96,830","96,875","96,335","0,36K","-0,25%"
"12.11.2018","96,802","96,290","96,930","96,240","0,35K","0,66%"
"09.11.2018","96,169","95,915","96,230","95,885","0,15K","0,19%"
"08.11.2018","95,985","95,420","96,000","95,355","0,13K","0,77%"
"07.11.2018","95,247","95,200","95,670","94,910","0,35K","-0,32%"
"06.11.2018","95,557","95,540","95,650","95,425","0,16K","0,04%"
"05.11.2018","95,523","95,620","95,890","95,545","0,11K","-0,27%"
"02.11.2018","95,783","95,595","95,845","95,250","0,48K","0,27%"
"01.11.2018","95,526","96,175","96,175","95,435","0,20K","-0,85%"
"31.10.2018","96,341","96,225","96,405","96,100","0,07K","0,11%"
"30.10.2018","96,231","95,865","96,225","95,865","0,20K","0,45%"
"29.10.2018","95,800","95,620","95,900","95,580","0,11K","0,23%"
"26.10.2018","95,578","95,815","96,070","95,510","0,10K","-0,34%"
"25.10.2018","95,900","95,550","95,925","95,430","0,25K","0,29%"
"24.10.2018","95,627","95,160","95,735","95,160","0,22K","0,49%"
"23.10.2018","95,158","95,185","95,355","95,020","0,09K","-0,04%"
"22.10.2018","95,194","94,875","95,285","94,640","0,39K","0,33%"
"19.10.2018","94,878","95,135","95,245","94,715","0,31K","-0,22%"
"18.10.2018","95,083","94,805","95,160","94,675","0,38K","0,36%"
"17.10.2018","94,742","94,270","94,750","94,270","0,35K","0,57%"
"16.10.2018","94,203","94,295","94,295","93,955","0,09K","-0,02%"
"15.10.2018","94,219","94,450","94,505","94,105","0,09K","-0,17%"
"12.10.2018","94,376","94,170","94,445","94,150","0,22K","0,20%"
"11.10.2018","94,191","94,555","94,575","94,165","0,29K","-0,48%"
"10.10.2018","94,642","94,775","94,910","94,545","0,14K","-0,18%"
"09.10.2018","94,816","94,855","95,185","94,810","0,09K","-0,09%"
"08.10.2018","94,906","94,735","95,130","94,735","0,02K","0,14%"
"05.10.2018","94,775","94,875","94,990","94,650","0,08K","-0,10%"
"04.10.2018","94,872","95,165","95,195","94,700","0,12K","0,00%"
"03.10.2018","94,871","94,640","95,200","94,420","0,10K","0,28%"
"02.10.2018","94,610","94,360","94,815","94,360","0,23K","0,22%"
"01.10.2018","94,399","94,220","94,450","94,185","0,12K","0,20%"
"28.09.2018","94,207","94,115","94,425","94,035","0,42K","0,24%"
"27.09.2018","93,984","93,300","94,000","93,300","0,42K","0,79%"
"26.09.2018","93,248","93,180","93,450","93,050","0,10K","0,06%"
"25.09.2018","93,191","93,305","93,425","93,120","0,11K","-0,07%"
"24.09.2018","93,260","93,325","93,385","92,940","0,05K","-0,01%"
"21.09.2018","93,273","92,970","93,350","92,900","0,24K","0,31%"
"20.09.2018","92,981","93,590","93,590","92,920","0,22K","-0,67%"
"19.09.2018","93,604","93,645","93,800","93,440","0,08K","-0,13%"
"18.09.2018","93,722","93,650","93,750","93,475","0,06K","-0,38%"
"17.09.2018","94,076","94,555","94,565","94,005","13,98K","-0,45%"
"14.09.2018","94,505","94,115","94,575","93,920","26,15K","0,43%"
"13.09.2018","94,097","94,445","94,545","93,985","33,07K","-0,28%"
"12.09.2018","94,358","94,740","94,870","94,295","16,10K","-0,50%"
"11.09.2018","94,830","94,760","94,945","94,475","15,86K","0,12%"
"10.09.2018","94,720","95,040","95,155","94,595","10,66K","-0,23%"
"07.09.2018","94,939","94,620","95,030","94,450","2,32K","0,37%"
"06.09.2018","94,593","94,650","94,770","94,480","1,03K","-0,14%"
"05.09.2018","94,729","94,925","95,215","94,595","6,55K","-0,26%"
"04.09.2018","94,980","94,700","95,280","94,695","3,64K","0,32%"
"03.09.2018","94,673","94,705","94,750","94,545","0,37K","0,00%"
"31.08.2018","94,673","94,230","94,740","94,090","0,84K","0,43%"
"30.08.2018","94,264","94,015","94,410","94,000","0,79K","0,18%"
"29.08.2018","94,097","94,215","94,400","94,035","0,41K","-0,12%"
"28.08.2018","94,210","94,275","94,405","93,930","0,90K","-0,07%"
"27.08.2018","94,274","94,645","94,795","94,190","0,86K","-0,39%"
"24.08.2018","94,643","95,170","95,170","94,525","0,47K","-0,55%"
"23.08.2018","95,163","94,690","95,200","94,680","0,48K","0,57%"
"22.08.2018","94,626","94,680","94,855","94,410","0,90K","-0,10%"
"21.08.2018","94,725","95,200","95,210","94,545","1,09K","-0,67%"
"20.08.2018","95,364","95,635","95,890","95,215","0,86K","-0,22%"
"17.08.2018","95,576","96,100","96,125","95,575","0,47K","-0,58%"
"16.08.2018","96,136","96,230","96,245","95,805","0,33K","-0,04%"
"15.08.2018","96,177","96,175","96,450","96,135","0,30K","-0,02%"
"14.08.2018","96,200","95,830","96,240","95,615","0,52K","0,37%"
"13.08.2018","95,846","95,810","95,935","95,605","0,33K","0,04%"
"10.08.2018","95,803","95,075","95,890","94,975","0,51K","0,91%"
"09.08.2018","94,935","94,520","95,035","94,485","0,22K","0,49%"
"08.08.2018","94,475","94,560","94,820","94,405","0,15K","-0,17%"
"07.08.2018","94,636","94,750","94,750","94,415","0,17K","-0,15%"
"06.08.2018","94,777","94,650","94,930","94,620","0,24K","0,24%"
"03.08.2018","94,546","94,590","94,750","94,380","0,21K","-0,02%"
"02.08.2018","94,567","94,040","94,580","93,990","0,17K","0,58%"
"01.08.2018","94,018","93,910","94,055","93,910","0,03K","0,16%"
"31.07.2018","93,865","93,755","93,895","93,550","0,08K","0,17%"
"30.07.2018","93,706","94,035","94,115","93,650","0,13K","-0,37%"
"27.07.2018","94,055","94,155","94,290","94,035","0,10K","-0,08%"
"26.07.2018","94,129","93,500","94,125","93,480","0,10K","0,44%"
"25.07.2018","93,719","93,955","93,990","93,520","0,06K","-0,27%"
"24.07.2018","93,973","94,000","94,210","93,760","0,08K","-0,06%"
"23.07.2018","94,025","93,790","94,025","93,580","0,25K","0,22%"
"20.07.2018","93,821","94,490","94,620","93,750","0,35K","-0,74%"
"19.07.2018","94,517","94,375","95,000","94,300","0,34K","0,12%"
"18.07.2018","94,401","94,405","94,700","94,320","0,14K","0,12%"
"17.07.2018","94,284","93,855","94,395","93,660","0,17K","0,45%"
"16.07.2018","93,862","94,050","94,070","93,750","0,06K","-0,24%"
"13.07.2018","94,090","94,235","94,570","94,030","0,19K","-0,05%"
"12.07.2018","94,139","94,080","94,260","93,980","0,20K","0,09%"
"11.07.2018","94,056","93,495","94,060","93,425","0,14K","0,64%"
"10.07.2018","93,454","93,335","93,795","93,330","0,18K","0,08%"
"09.07.2018","93,382","93,340","93,500","93,045","0,17K","0,04%"
"06.07.2018","93,344","93,720","93,785","93,185","0,19K","-0,48%"
"05.07.2018","93,798","93,855","93,855","93,510","0,19K","-0,19%"
"04.07.2018","93,977","93,840","94,025","93,705","0,07K","0,00%"
"03.07.2018","93,977","94,175","94,270","93,855","0,19K","-0,38%"
"02.07.2018","94,334","93,885","94,430","93,885","0,10K","0,45%"
"29.06.2018","93,914","94,200","94,240","93,755","0,15K","-0,78%"
"28.06.2018","94,651","94,505","94,775","94,365","0,18K","0,13%"
"27.06.2018","94,524","93,910","94,560","93,840","0,13K","0,66%"
"26.06.2018","93,901","93,540","94,000","93,400","0,12K","0,42%"
"25.06.2018","93,504","93,665","93,895","93,430","0,12K","-0,25%"
"22.06.2018","93,740","94,030","94,030","93,685","0,10K","-0,24%"
"21.06.2018","93,969","94,350","94,765","93,930","0,33K","-0,33%"
"20.06.2018","94,276","94,265","94,425","94,195","0,07K","-0,00%"
"19.06.2018","94,279","93,800","94,515","93,755","0,11K","-0,19%"
"18.06.2018","94,457","94,495","94,705","94,375","14,94K","0,01%"
"15.06.2018","94,447","94,620","94,820","94,310","36,26K","0,02%"
"14.06.2018","94,426","93,140","94,605","92,820","57,03K","1,14%"
"13.06.2018","93,359","93,440","93,685","93,165","20,81K","-0,05%"
"12.06.2018","93,406","93,275","93,520","93,050","5,83K","0,26%"
"11.06.2018","93,165","93,145","93,255","92,915","7,78K","0,05%"
"08.06.2018","93,117","93,025","93,395","92,960","3,00K","0,19%"
"07.06.2018","92,941","93,110","93,120","92,760","2,28K","-0,29%"
"06.06.2018","93,209","93,355","93,410","92,955","2,29K","-0,23%"
"05.06.2018","93,426","93,545","93,860","93,315","1,16K","-0,12%"
"04.06.2018","93,541","93,700","93,725","93,190","1,27K","-0,20%"
"01.06.2018","93,729","93,505","93,980","93,410","1,66K","0,23%"
"31.05.2018","93,514","93,590","93,755","93,250","1,49K","-0,17%"
"30.05.2018","93,670","94,350","94,465","93,555","0,71K","-0,71%"
"29.05.2018","94,339","93,885","94,500","93,780","0,96K","0,71%"
"28.05.2018","93,670","93,625","93,960","93,345","0,61K","0,00%"
"25.05.2018","93,670","93,250","93,755","93,250","0,38K","0,47%"
"24.05.2018","93,236","93,380","93,450","93,095","1,03K","-0,23%"
"23.05.2018","93,453","93,010","93,655","93,010","0,86K","0,42%"
"22.05.2018","93,066","93,000","93,160","92,765","0,46K","-0,08%"
"21.05.2018","93,136","93,150","93,520","92,975","1,41K","0,04%"
"18.05.2018","93,099","92,945","93,285","92,880","0,18K","0,18%"
"17.05.2018","92,930","92,760","93,020","92,580","0,25K","0,10%"
"16.05.2018","92,836","92,805","93,075","92,595","0,67K","0,20%"
"15.05.2018","92,647","92,070","92,895","92,055","0,68K","0,70%"
"14.05.2018","92,007","91,900","92,110","91,670","0,35K","0,04%"
"11.05.2018","91,966","92,090","92,180","91,785","0,18K","-0,11%"
"10.05.2018","92,071","92,560","92,595","91,960","0,31K","-0,40%"
"09.05.2018","92,439","92,540","92,800","92,255","0,25K","-0,08%"
"08.05.2018","92,513","92,105","92,680","92,070","0,25K","0,40%"
"07.05.2018","92,147","91,970","92,355","91,850","0,12K","0,21%"
"04.05.2018","91,953","91,830","92,260","91,750","0,16K","0,17%"
"03.05.2018","91,796","92,150","92,150","91,745","0,16K","-0,10%"
"02.05.2018","91,884","91,820","92,180","91,600","0,13K","0,09%"
"01.05.2018","91,805","91,215","91,890","91,215","0,20K","0,69%"
"30.04.2018","91,180","90,955","91,250","90,840","0,06K","0,32%"
"27.04.2018","90,893","90,950","91,270","90,830","0,17K","-0,02%"
"26.04.2018","90,915","90,525","90,950","90,285","0,24K","0,46%"
"25.04.2018","90,498","90,120","90,585","90,120","0,20K","0,46%"
"24.04.2018","90,082","90,275","90,370","90,045","0,32K","-0,19%"
"23.04.2018","90,255","89,660","90,310","89,635","0,28K","0,70%"
"20.04.2018","89,625","89,185","89,785","89,175","0,70K","0,41%"
"19.04.2018","89,260","88,950","89,180","88,865","0,03K","0,37%"
"18.04.2018","88,927","88,780","89,045","88,745","0,06K","0,15%"
"17.04.2018","88,798","88,655","88,930","88,515","0,11K","0,10%"
"16.04.2018","88,710","89,050","89,075","88,685","0,09K","-0,41%"
"13.04.2018","89,078","89,075","89,150","89,000","0,06K","0,05%"
"12.04.2018","89,031","88,790","89,240","88,790","0,21K","0,22%"
"11.04.2018","88,833","88,865","88,920","88,645","0,23K","-0,04%"
"10.04.2018","88,870","89,095","89,110","88,825","0,05K","-0,27%"
"09.04.2018","89,114","89,435","89,500","89,095","0,18K","-0,27%"
"06.04.2018","89,357","89,655","89,780","89,330","0,10K","-0,40%"
"05.04.2018","89,719","89,385","89,815","89,370","0,10K","0,40%"
"04.04.2018","89,358","89,380","89,445","89,150","0,05K","-0,09%"
"03.04.2018","89,439","89,295","89,535","89,295","0,03K","0,17%"
"02.04.2018","89,291","89,160","89,380","89,125","0,03K","-0,11%"
"29.03.2018","89,392","89,265","89,395","89,175","0,12K","0,11%"
"28.03.2018","89,294","88,725","89,400","88,600","0,20K","0,81%"
"27.03.2018","88,578","88,285","88,740","88,190","0,11K","0,43%"
"26.03.2018","88,199","88,625","88,650","88,205","0,09K","-0,48%"
"23.03.2018","88,628","88,800","88,815","88,585","0,03K","-0,47%"
"22.03.2018","89,048","88,750","89,050","88,600","0,07K","0,12%"
"21.03.2018","88,944","89,535","89,545","88,800","0,14K","-0,66%"
"20.03.2018","89,539","89,000","89,525","89,000","0,06K","0,23%"
"19.03.2018","89,332","89,760","89,940","89,320","25,84K","-0,52%"
"16.03.2018","89,797","89,685","89,950","89,450","26,09K","0,13%"
"15.03.2018","89,681","89,255","89,705","89,145","24,64K","0,51%"
"14.03.2018","89,227","89,220","89,425","89,095","14,13K","0,04%"
"13.03.2018","89,193","89,425","89,635","89,115","5,83K","-0,26%"
"12.03.2018","89,425","89,680","89,720","89,365","12,13K","-0,24%"
"09.03.2018","89,640","89,755","89,930","89,550","4,46K","-0,11%"
"08.03.2018","89,736","89,225","89,800","89,020","1,88K","0,62%"
"07.03.2018","89,185","89,050","89,320","88,915","1,30K","0,03%"
"06.03.2018","89,160","89,530","89,615","89,050","3,86K","-0,54%"
"05.03.2018","89,641","89,460","89,765","89,235","0,97K","0,15%"
"02.03.2018","89,511","89,820","89,870","89,455","1,11K","-0,41%"
"01.03.2018","89,881","90,255","90,490","89,775","1,21K","-0,31%"
"28.02.2018","90,156","89,945","90,250","89,850","0,57K","0,29%"
"27.02.2018","89,895","89,285","90,055","89,265","1,54K","0,53%"
"26.02.2018","89,420","89,475","89,605","89,055","0,64K","-0,01%"
"23.02.2018","89,433","89,320","89,600","89,300","0,26K","0,18%"
"22.02.2018","89,276","89,690","89,780","89,190","0,39K","-0,31%"
"21.02.2018","89,553","89,350","89,665","89,135","0,74K","0,30%"
"20.02.2018","89,281","88,780","89,320","88,780","0,62K","0,69%"
"19.02.2018","88,673","88,655","89,005","88,525","0,20K","0,00%"
"16.02.2018","88,673","88,180","88,820","87,830","0,39K","0,57%"
"15.02.2018","88,170","88,540","88,540","88,115","0,87K","-0,55%"
"14.02.2018","88,660","89,235","89,675","88,500","1,48K","-0,66%"
"13.02.2018","89,252","89,740","89,745","89,160","0,77K","-0,57%"
"12.02.2018","89,766","89,920","89,955","89,650","0,45K","-0,26%"
"09.02.2018","90,004","89,830","90,115","89,715","0,48K","0,23%"
"08.02.2018","89,796","89,830","90,140","89,595","0,47K","-0,00%"
"07.02.2018","89,798","89,165","89,955","89,070","0,50K","0,73%"
"06.02.2018","89,151","89,150","89,600","88,930","0,62K","0,08%"
"05.02.2018","89,080","88,915","89,235","88,560","0,43K","0,42%"
"02.02.2018","88,706","88,185","88,925","88,125","0,50K","0,59%"
"01.02.2018","88,190","88,640","88,850","88,100","0,23K","-0,50%"
"31.01.2018","88,634","88,640","88,800","88,335","0,26K","-0,06%"
"30.01.2018","88,684","88,860","89,125","88,435","0,23K","-0,13%"
"29.01.2018","88,801","88,580","89,095","88,580","0,26K","0,25%"
"26.01.2018","88,576","88,860","88,865","88,290","0,21K","-0,36%"
"25.01.2018","88,892","88,735","89,030","87,935","0,43K","0,24%"
"24.01.2018","88,676","89,535","89,535","88,645","0,39K","-1,00%"
"23.01.2018","89,570","89,820","90,015","89,555","0,11K","-0,32%"
"22.01.2018","89,861","89,935","90,160","89,840","0,15K","-0,18%"
"19.01.2018","90,020","89,930","90,115","89,660","0,12K","0,08%"
"18.01.2018","89,947","90,310","90,370","89,880","0,13K","-0,02%"
"17.01.2018","89,968","89,655","90,295","89,620","0,15K","0,17%"
"16.01.2018","89,811","90,005","90,235","89,805","0,13K","-0,62%"
"15.01.2018","90,375","90,280","90,335","89,740","0,30K","0,00%"
"12.01.2018","90,375","91,170","91,235","90,260","0,30K","-0,96%"
"11.01.2018","91,248","91,670","91,920","91,195","0,16K","-0,49%"
"10.01.2018","91,700","91,800","91,935","91,340","0,26K","-0,23%"
"09.01.2018","91,915","91,770","92,020","91,670","0,13K","0,17%"
"08.01.2018","91,760","91,320","91,775","91,320","0,10K","0,46%"
"05.01.2018","91,343","91,250","91,485","91,215","0,10K","0,10%"
"04.01.2018","91,251","91,645","91,645","91,200","0,09K","-0,34%"
"03.01.2018","91,566","91,305","91,620","91,265","0,07K","0,34%"
"02.01.2018","91,253","91,550","91,580","91,200","0,26K","-0,27%"
"29.12.2017","91,501","91,910","91,910","91,495","0,06K","-0,52%"
"28.12.2017","91,975","92,185","92,185","91,975","0,02K","-0,34%"
"27.12.2017","92,287","92,505","92,505","92,300","0,01K","-0,20%"
"26.12.2017","92,476","92,560","92,560","92,445","0,01K","-0,13%"
"22.12.2017","92,599","92,650","92,765","92,650","0,00K","0,07%"
"21.12.2017","92,537","92,655","92,655","92,635","0,01K","-0,02%"
"20.12.2017","92,556","92,700","92,775","92,510","0,02K","-0,15%"
"19.12.2017","92,692","92,960","92,960","92,745","0,04K","-0,59%"
"18.12.2017","93,239","93,495","93,555","92,915","19,53K","-0,24%"
"15.12.2017","93,463","93,150","93,515","92,935","24,60K","0,44%"
"14.12.2017","93,051","92,965","93,350","92,860","39,19K","0,03%"
"13.12.2017","93,024","93,640","93,700","92,970","16,85K","-0,72%"
"12.12.2017","93,700","93,535","93,825","93,380","8,32K","0,25%"
"11.12.2017","93,470","93,480","93,585","93,245","15,59K","-0,02%"
"08.12.2017","93,489","93,440","93,700","93,410","5,92K","0,08%"
"07.12.2017","93,414","93,235","93,425","93,150","2,48K","0,19%"
"06.12.2017","93,237","92,990","93,265","92,820","2,20K","0,25%"
"05.12.2017","93,004","92,720","93,100","92,695","2,19K","0,16%"
"04.12.2017","92,859","92,805","93,055","92,700","8,27K","0,34%"
"01.12.2017","92,541","92,615","92,900","92,265","0,98K","-0,17%"
"30.11.2017","92,697","92,900","93,130","92,375","1,13K","-0,11%"
"29.11.2017","92,802","92,880","93,060","92,650","0,76K","-0,11%"
"28.11.2017","92,908","92,510","92,915","92,470","0,64K","0,41%"
"27.11.2017","92,530","92,400","92,550","92,130","0,81K","0,14%"
"24.11.2017","92,402","92,775","92,860","92,310","0,78K","-0,45%"
"23.11.2017","92,820","92,870","92,890","92,700","0,29K","0,00%"
"22.11.2017","92,820","93,530","93,550","92,820","0,75K","-0,78%"
"21.11.2017","93,547","93,675","93,750","93,500","0,21K","-0,14%"
"20.11.2017","93,677","93,410","93,690","93,175","0,29K","0,45%"
"17.11.2017","93,255","93,390","93,515","93,120","0,42K","-0,31%"
"16.11.2017","93,549","93,450","93,595","93,395","0,16K","0,14%"
"15.11.2017","93,416","93,450","93,465","93,025","0,34K","-0,01%"
"14.11.2017","93,428","94,095","94,095","93,345","0,46K","-0,70%"
"13.11.2017","94,083","94,100","94,225","94,000","0,17K","0,11%"
"10.11.2017","93,983","94,045","94,225","93,860","0,47K","-0,07%"
"09.11.2017","94,047","94,535","94,535","94,010","0,24K","-0,44%"
"08.11.2017","94,463","94,445","94,530","94,390","0,23K","-0,04%"
"07.11.2017","94,505","94,345","94,760","94,345","0,25K","0,14%"
"06.11.2017","94,372","94,535","94,670","94,325","0,39K","-0,21%"
"03.11.2017","94,568","94,310","94,625","93,945","0,28K","0,29%"
"02.11.2017","94,298","94,315","94,400","94,085","0,12K","-0,13%"
"01.11.2017","94,419","94,200","94,460","94,160","0,15K","0,29%"
"31.10.2017","94,144","94,075","94,285","94,075","0,29K","-0,03%"
"30.10.2017","94,169","94,430","94,505","94,070","0,42K","-0,37%"
